SB29,C00828541,SB29.1040662.189,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-12,31.36,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.190,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-12,26.57,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.191,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-12,112.87,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.192,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-12,32.04,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.193,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-13,28.13,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.194,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-13,26.00,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.195,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-13,33.34,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.196,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-13,46.12,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.197,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-14,31.03,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.198,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-15,43.75,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.199,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-15,27.16,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.200,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-15,26.01,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.201,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-15,33.07,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.202,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-15,57.76,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.203,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-15,32.39,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.204,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-15,38.25,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.205,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-16,35.43,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.206,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-17,217.10,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.207,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-18,30.00,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.208,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-18,404.04,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.209,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-19,32.71,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.210,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-19,115.03,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.211,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-19,27.66,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.212,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-22,34.55,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.213,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-27,21.96,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.214,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-28,57.21,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.215,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-28,264.43,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.216,SB29.1040662,SB29,ORG,UBER,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-28,32.46,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.165,SB29.1040662,SB29,ORG,UBER EATS,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-10-28,14.70,,TRAVEL: FOOD,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.166,SB29.1040662,SB29,ORG,UBER EATS,,,,,,1455 MARKET STREET,#400,SAN FRANCISCO,CA,94103,G2024,,2024-11-07,46.60,,TRAVEL: FOOD,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.217,SB29.1040662,SB29,ORG,UWEC SERVICE CENTER,,,,,,105 GARFIELD AVE,,EAU CLAIRE,WI,54701,G2024,,2024-11-01,550.00,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.218,SB29.1040662,SB29,ORG,WALL STREET JOURNAL,,,,,,1211 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,G2024,,2024-11-21,58.84,,SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.219,SB29.1040662,SB29,ORG,WWW.NATESILVER.NET,,,,,,"208 W 30TH ST, APT 1201",,NEW YORK,NY,10001,G2024,,2024-10-30,10.00,,SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.220,SB29.1040662,SB29,ORG,YOUTUBE TV,,,,,,901 CHERRY AVE,,SAN BRUNO,CA,94066,G2024,,2024-11-02,72.99,,SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.221,SB29.1040662,SB29,ORG,YOUTUBE TV,,,,,,901 CHERRY AVE,,SAN BRUNO,CA,94066,G2024,,2024-11-21,72.99,,SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040662.222,SB29.1040662,SB29,ORG,ZAXBYS,,,,,,1345 NORTH CONGRESS AVENUE,,WEST PALM BEACH,FL,33401,G2024,,2024-11-16,426.88,,CATERING SERVICES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1043345,,,ORG,ATCHLEY & ASSOCIATES LLP,,,,,,1005 LA POSADA DR,,AUSTIN,TX,78752,G2024,,2024-12-27,3192.50,,ACCOUNTING SERVICES
SB29,C00828541,SB29.1041508,,,IND,,BALLARD,JOSEPH,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-10,31.20,,TRAVEL REIMBURSEMENT: SEE ITEMIZATION(S) IF REQUIRED
SB29,C00828541,SB29.1041508.2,SB29.1041508,SB29,ORG,NATIONAL CAR RENTAL,,,,,,8420 ST. JOHN INDUSTRIAL DRIVE,,ST. LOUIS,MO,63114,G2024,,2024-10-29,31.20,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040177,,,ORG,CAMPAIGN NUCLEUS LLC,,,,,,3593 MEDINA RD #110,,MEDINA,OH,44256,G2024,,2024-12-05,5000.00,,FUNDRAISING SOFTWARE
SB29,C00828541,SB29.1042159,,,ORG,CAMPAIGN NUCLEUS LLC,,,,,,3593 MEDINA RD #110,,MEDINA,OH,44256,G2024,,2024-12-17,668.04,,FUNDRAISING SOFTWARE
SB29,C00828541,SB29.1040052.6,,,IND,,CAPORALE,JUSTIN,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-11-29,8333.33,,PAYROLL
SB29,C00828541,SB29.1041645.6,,,IND,,CAPORALE,JUSTIN,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-13,8333.33,,PAYROLL
SB29,C00828541,SB29.1043334.6,,,IND,,CAPORALE,JUSTIN,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-31,8333.33,,PAYROLL
SB29,C00828541,SB29.1042585,,,ORG,CONSERVATIVE STRATEGIES CONSULTING INC,,,,,,333 FERN ST,APT 1815,WEST PALM BEACH,FL,33401,G2024,,2024-12-18,25000.00,,POLITICAL STRATEGY CONSULTING
SB29,C00828541,SB29.1039148,,,ORG,DHILLON LAW GROUP INC.,,,,,,"177 POST STREET, SUITE 700",,SAN FRANCISCO,CA,94108,G2024,,2024-12-05,139611.68,,LEGAL CONSULTING
SB29,C00828541,SB29.1039178,,,ORG,DHILLON LAW GROUP INC.,,,,,,"177 POST STREET, SUITE 700",,SAN FRANCISCO,CA,94108,G2024,,2024-12-05,148891.38,,LEGAL CONSULTING
SB29,C00828541,SB29.1040394,,,ORG,"DIRECTSND, LLC",,,,,,4141 BUTTERFIELD RD,,CEDAR FALLS,IA,50613,G2024,,2024-12-05,263944.30,,SMS ADVERTISING
SB29,C00828541,SB29.1037155,,,ORG,DYSPATCHIT EMAIL AND TEXT SERVICES,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,G2024,,2024-11-26,43276.95,,EMAIL SERVICES
SB29,C00828541,SB29.1040189,,,ORG,DYSPATCHIT EMAIL AND TEXT SERVICES,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,G2024,,2024-12-02,425.00,,EMAIL SERVICES
SB29,C00828541,SB29.1040441,,,ORG,DYSPATCHIT EMAIL AND TEXT SERVICES,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,G2024,,2024-12-05,14948.55,,EMAIL SERVICES
SB29,C00828541,SB29.1037761,,,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,G2024,,2024-11-26,110985.04,,"AUDIO VISUAL SERVICES, EVENT STAGING EXPENSE, & TRAVEL EXPENSES"
SB29,C00828541,SB29.1040164,,,ORG,EXTRA SEVEN LLC,,,,,,2810 N CHURCH ST #113916,,WILMINGTON,DE,19802,G2024,,2024-12-02,7250.00,,DIGITAL CONSULTING
SB29,C00828541,SB29.1040052.7,,,IND,,FAUPEL,MADISON,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-11-29,6825.00,,PAYROLL
SB29,C00828541,SB29.1041645.7,,,IND,,FAUPEL,MADISON,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-13,6825.00,,PAYROLL
SB29,C00828541,SB29.1043334.7,,,IND,,FAUPEL,MADISON,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-31,6825.00,,PAYROLL
SB29,C00828541,SB29.1003457,,,ORG,FLORIDA DEPARTMENT OF REVENUE,,,,,,5050 W TENNESSEE STREET,,TALLAHASSEE,FL,32399,G2024,,2024-12-17,26800.00,,TAXES
SB29,C00828541,SB29.1042332,,,ORG,FLORIDA DEPARTMENT OF REVENUE,,,,,,5050 W TENNESSEE STREET,,TALLAHASSEE,FL,32399,G2024,,2024-12-16,88200.00,,TAXES
SB29,C00828541,SB29.1037782,,,ORG,GAVIN DE BECKER & ASSOCIATES,,,,,,350 N GLENDALE AVE,#517,GLENDALE,CA,91206,G2024,,2024-11-26,49551.34,,SECURITY SERVICES
SB29,C00828541,SB29.1040546,,,ORG,GEORGETOWN ADVISORY,,,,,,414 SAYRE DR.,,PRINCETON,NJ,08540,G2024,,2024-12-06,53500.00,,COMMUNICATIONS & LEGAL CONSULTING
SB29,C00828541,SB29.1040200,,,ORG,GREEN HILLS SOFTWARE LLC,,,,,,30 WEST SOLA ST,,SANTA BARBARA,CA,93101,G2024,,2024-12-02,15000.00,,DIGITAL CONSULTING
SB29,C00828541,SB29.1040052.10,,,IND,,HALEY,VINCENT,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-11-29,10500.00,,PAYROLL
SB29,C00828541,SB29.1041645.10,,,IND,,HALEY,VINCENT,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-13,10500.00,,PAYROLL
SB29,C00828541,SB29.1043334.10,,,IND,,HALEY,VINCENT,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-31,10500.00,,PAYROLL
SB29,C00828541,SB29.1042577,,,IND,,HALEY,VINCENT,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-17,25000.00,,PAYROLL
SB29,C00828541,SB29.1040052.8,,,IND,,HARP,NATALIE,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-11-29,4754.17,,PAYROLL
SB29,C00828541,SB29.1041645.8,,,IND,,HARP,NATALIE,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-13,4754.17,,PAYROLL
SB29,C00828541,SB29.1043334.8,,,IND,,HARP,NATALIE,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-31,4754.17,,PAYROLL
SB29,C00828541,SB29.1042575,,,IND,,HARP,NATALIE,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-17,10000.00,,PAYROLL
SB29,C00828541,SB29.1040169,,,IND,,HARP,NATALIE,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-02,875.97,,TRAVEL REIMBURSEMENT: SEE ITEMIZATION(S) IF REQUIRED
SB29,C00828541,SB29.1040169.1,SB29.1040169,SB29,ORG,AMAZON,,,,,,410 TERRY AVE. NORTH,,SEATTLE,WA,98109,G2024,,2024-10-26,58.75,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.2,SB29.1040169,SB29,ORG,AMAZON,,,,,,410 TERRY AVE. NORTH,,SEATTLE,WA,98109,G2024,,2024-10-30,21.39,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.3,SB29.1040169,SB29,ORG,AMAZON,,,,,,410 TERRY AVE. NORTH,,SEATTLE,WA,98109,G2024,,2024-11-24,203.06,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.4,SB29.1040169,SB29,ORG,FINANCIAL TIMES,,,,,,330 HUDSON STREET,,NEW YORK,NY,10013,G2024,,2024-11-13,9.99,,SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.5,SB29.1040169,SB29,ORG,GANNETT MEDIA CO,,,,,,1675  BROADWAY,23RD FL,NEW YORK,NY,10019,G2024,,2024-11-13,19.99,,SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.9,SB29.1040169,SB29,ORG,STAPLES,,,,,,500 STAPLES DRIVE,,FRAMINGHAM,MA,01702,G2024,,2024-11-14,18.99,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.10,SB29.1040169,SB29,ORG,STAPLES,,,,,,500 STAPLES DRIVE,,FRAMINGHAM,MA,01702,G2024,,2024-11-16,299.59,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.11,SB29.1040169,SB29,ORG,STAPLES,,,,,,500 STAPLES DRIVE,,FRAMINGHAM,MA,01702,G2024,,2024-11-16,18.18,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.12,SB29.1040169,SB29,ORG,STAPLES,,,,,,500 STAPLES DRIVE,,FRAMINGHAM,MA,01702,G2024,,2024-11-17,19.99,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.13,SB29.1040169,SB29,ORG,STAPLES,,,,,,500 STAPLES DRIVE,,FRAMINGHAM,MA,01702,G2024,,2024-11-18,76.03,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.14,SB29.1040169,SB29,ORG,STAPLES,,,,,,500 STAPLES DRIVE,,FRAMINGHAM,MA,01702,G2024,,2024-11-18,34.31,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.15,SB29.1040169,SB29,ORG,STAPLES,,,,,,500 STAPLES DRIVE,,FRAMINGHAM,MA,01702,G2024,,2024-11-18,41.72,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.16,SB29.1040169,SB29,ORG,THE EPOCH TIMES,,,,,,229 W 28TH ST,,NEW YORK,NY,10001,G2024,,2024-11-09,4.00,,SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.17,SB29.1040169,SB29,ORG,THE WASHINGTON TIMES,,,,,,3600 NEW YORK AVE NE,STE 300,WASHINGTON,DC,20002,G2024,,2024-11-12,5.00,,SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.18,SB29.1040169,SB29,ORG,WALL STREET JOURNAL,,,,,,1211 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,G2024,,2024-11-08,4.00,,SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040169.19,SB29.1040169,SB29,ORG,X CORP,,,,,,1355 MARKET STREET,SUITE 900,SAN FRANCISCO,CA,94103,G2024,,2024-11-23,16.00,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040052.1,,,IND,,HARRIS,CHAMBERLAIN,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-11-29,4375.00,,PAYROLL
SB29,C00828541,SB29.1041645.1,,,IND,,HARRIS,CHAMBERLAIN,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-13,4375.00,,PAYROLL
SB29,C00828541,SB29.1043334.1,,,IND,,HARRIS,CHAMBERLAIN,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-31,4375.00,,PAYROLL
SB29,C00828541,SB29.1042574,,,IND,,HARRIS,CHAMBERLAIN,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-17,10000.00,,PAYROLL
SB29,C00828541,SB29.1040685,,,ORG,HUDSON DIGITAL LLC,,,,,,705 HUNTINGTON DRIVE,,FISHKILL,NY,12524,G2024,,2024-12-06,23500.00,,DIGITAL CONSULTING
SB29,C00828541,SB29.1041390,,,IND,,HULSE,AMBER,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-09,280.00,,TRAVEL REIMBURSEMENT: SEE ITEMIZATION(S) IF REQUIRED
SB29,C00828541,SB29.1041390.2,SB29.1041390,SB29,ORG,AMERICAN AIRLINES,,,,,,4333 AMON CARTER BLVD,,FORT WORTH,TX,76155,G2024,,2024-10-17,35.00,,TRAVEL: BAGGAGE FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1041390.7,SB29.1041390,SB29,ORG,AMERICAN AIRLINES,,,,,,4333 AMON CARTER BLVD,,FORT WORTH,TX,76155,G2024,,2024-10-17,35.00,,TRAVEL: BAGGAGE FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1041390.4,SB29.1041390,SB29,ORG,JETBLUE AIRLINES,,,,,,27-01 QUEENS PLZ N,,LONG ISLAND CITY,NY,11101,G2024,,2024-10-07,50.00,,TRAVEL: BAGGAGE FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1041390.5,SB29.1041390,SB29,ORG,JETBLUE AIRLINES,,,,,,27-01 QUEENS PLZ N,,LONG ISLAND CITY,NY,11101,G2024,,2024-10-07,35.00,,TRAVEL: BAGGAGE FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1041390.6,SB29.1041390,SB29,ORG,JETBLUE AIRLINES,,,,,,27-01 QUEENS PLZ N,,LONG ISLAND CITY,NY,11101,G2024,,2024-10-07,125.00,,TRAVEL: BAGGAGE FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1040054,,,ORG,INSPERITY,,,,,,19001 CRESCENT SPRINGS DR,,KINGWOOD,TX,77339,G2024,,2024-11-29,5167.08,,PAYROLL TAXES & WITHHOLDINGS
SB29,C00828541,SB29.1040069,,,ORG,INSPERITY,,,,,,19001 CRESCENT SPRINGS DR,,KINGWOOD,TX,77339,G2024,,2024-11-29,1147.50,,PAYROLL FEES
SB29,C00828541,SB29.1043336,,,ORG,INSPERITY,,,,,,19001 CRESCENT SPRINGS DR,,KINGWOOD,TX,77339,G2024,,2024-12-31,1251.33,,PAYROLL FEES
SB29,C00828541,SB29.1041648,,,ORG,INSPERITY,,,,,,19001 CRESCENT SPRINGS DR,,KINGWOOD,TX,77339,G2024,,2024-12-13,1308.63,,PAYROLL FEES
SB29,C00828541,SB29.1043335,,,ORG,INSPERITY,,,,,,19001 CRESCENT SPRINGS DR,,KINGWOOD,TX,77339,G2024,,2024-12-31,5227.41,,PAYROLL TAXES & WITHHOLDINGS
SB29,C00828541,SB29.1041647,,,ORG,INSPERITY,,,,,,19001 CRESCENT SPRINGS DR,,KINGWOOD,TX,77339,G2024,,2024-12-13,5005.95,,PAYROLL TAXES & WITHHOLDINGS
SB29,C00828541,SB29.1040047,,,ORG,"JFT CONSULTING, INC",,,,,,7432 OLD MYRTLE ROAD,,SUFFOLK,VA,23434,G2024,,2024-12-05,7500.00,,POLITICAL STRATEGY CONSULTING
SB29,C00828541,SB29.1043034,,,ORG,"JFT CONSULTING, INC",,,,,,7432 OLD MYRTLE ROAD,,SUFFOLK,VA,23434,G2024,,2024-12-27,7500.00,,POLITICAL STRATEGY CONSULTING
SB29,C00828541,SB29.1041507,,,ORG,"JFT CONSULTING, INC",,,,,,7432 OLD MYRTLE ROAD,,SUFFOLK,VA,23434,G2024,,2024-12-10,1854.38,,POLITICAL STRATEGY CONSULTING
SB29,C00828541,SB29.1039156,,,IND,,JOHNSON,KENDALL,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-19,4000.00,,POLITICAL STRATEGY CONSULTING
SB29,C00828541,SB29.1040182,,,ORG,KCL CONSULTING LLC,,,,,,P.O. BOX 13570,,ARLINGTON,VA,22219,G2024,,2024-12-05,10000.00,,COMMUNICATIONS CONSULTING
SB29,C00828541,SB29.1043125,,,ORG,"LAW OFFICES OF GINEEN M. BRESSO, PLLC",,,,,,401 EAST LAS OLAS BLVD.,STE. 130-361,FORT LAUDERDALE,FL,33301,G2024,,2024-12-23,20000.00,,LEGAL CONSULTING
SB29,C00828541,SB29.1043212.1,SB21B.1043212,SB23,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,G2024,,2024-09-08,964.26,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1043212.2,SB21B.1043212,SB23,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,G2024,,2024-09-17,182.34,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1043212.3,SB21B.1043212,SB23,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,G2024,,2024-10-04,455.98,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1043806,,,IND,,LEVIN,TYLER,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-12-31,2452.01,,TRAVEL REIMBURSEMENT: SEE ITEMIZATION(S) IF REQUIRED
SB29,C00828541,SB29.1043806.1,SB29.1043806,SB29,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,G2024,,2024-10-24,873.87,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1043806.100,SB29.1043806,SB29,IND,,LEVIN,TYLER,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-10-30,1500.00,,PER DIEM,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1043806.3,SB29.1043806,SB29,ORG,SHELL,,,,,,910 LOUISIANA STREET,,HOUSTON,TX,77002,G2024,,2024-12-27,78.14,,TRAVEL: FUEL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1039720,,,ORG,LINE DRIVE PUBLIC AFFAIRS LLC,,,,,,19309 WINMEADE DR,#412,LANSDOWNE,VA,20176,G2024,,2024-12-05,10000.00,,COMMUNICATIONS CONSULTING
